STATENAME,MTFCC,OID,GEOID,STATE,PLACE,PLACENS,BASENAME,NAME,LSADC,FUNCSTAT,PLACECC,AREALAND,AREAWATER,UR,CBSAPCI,NECTAPCI,CENTLAT,CENTLON,INTPTLAT,INTPTLON
New Jersey,G4210,280303717071798,3436960,34,36960,02584007,Kingston Estates,Kingston Estates CDP,57,S,U1,2999867,4034,,N,N,+39.9187743,-074.9899010,+39.9180851,-074.9901847
New Jersey,G4210,2803015682381996,3437470,34,37470,02806107,Lahiere,Lahiere CDP,57,S,U1,9370125,74091,,N,N,+40.5279661,-074.4066177,+40.5266361,-074.4062688
New Jersey,G4210,2803015682145331,3437680,34,37680,02806108,Lake Hiawatha,Lake Hiawatha CDP,57,S,U1,2858756,22960,,N,N,+40.8815952,-074.3825846,+40.8814706,-074.3826119
New Jersey,G4210,2803015682145390,3437710,34,37710,02806109,Lake Hopatcong,Lake Hopatcong CDP,57,S,U1,7442135,1375263,,N,N,+40.9461742,-074.6109937,+40.9522508,-074.6102330
New Jersey,G4210,28030988724099,3438040,34,38040,02390020,Lake Mohawk,Lake Mohawk CDP,57,S,U1,13003073,3027089,,N,N,+41.0149743,-074.6639801,+41.0129820,-074.6714810
New Jersey,G4210,28030700531311,3438430,34,38430,02390026,Lake Telemark,Lake Telemark CDP,57,S,U1,5726632,144126,,N,N,+40.9604948,-074.4967808,+40.9598292,-074.4977293
New Jersey,G4210,2803015692397100,3438296,34,38296,02806110,Lakeside-Beebe Run,Lakeside-Beebe Run CDP,57,S,U2,723175,,,N,N,+39.4521763,-075.2497788,+39.4521763,-075.2497788
New Jersey,G4210,28030537433142,3438580,34,38580,02390031,Lakewood,Lakewood CDP,57,S,U1,18335788,634460,,Y,N,+40.0942495,-074.2117588,+40.0939748,-074.2114777
New Jersey,G4210,2803015692381858,3438670,34,38670,02806111,Lamington,Lamington CDP,57,S,U1,11204211,93417,,N,N,+40.6632509,-074.7079976,+40.6717309,-074.7063352
New Jersey,G4210,2803015682145391,3438700,34,38700,02806112,Landing,Landing CDP,57,S,U1,8260986,1295621,,N,N,+40.9049877,-074.6659728,+40.9090203,-074.6694728
New Jersey,G4210,2803015692397102,3439045,34,39045,02806114,Laurel Heights,Laurel Heights CDP,57,S,U1,668654,,,N,N,+39.4569500,-075.2234697,+39.4569500,-075.2234697
New Jersey,G4210,28030611086494,3439120,34,39120,02390038,Laurel Lake,Laurel Lake CDP,57,S,U1,4501430,320313,,N,N,+39.3264785,-075.0305372,+39.3262929,-075.0306198
New Jersey,G4210,28030423839316,3439360,34,39360,02390040,Laurence Harbor,Laurence Harbor CDP,57,S,U1,7638758,141795,,N,N,+40.4488092,-074.2496239,+40.4468495,-074.2599770
New Jersey,G4210,28030294290109,3439570,34,39570,02390044,Lawrenceville,Lawrenceville CDP,57,S,U1,2698215,2390,,N,N,+40.3017725,-074.7378381,+40.3026207,-074.7385205
New Jersey,G4210,2803015681783305,3439600,34,39600,02806115,Layton,Layton CDP,57,S,U1,18071556,40648,,N,N,+41.2192162,-074.8229741,+41.2185178,-074.8234788
New Jersey,G4210,2803015682145430,3439750,34,39750,02806116,Ledgewood,Ledgewood CDP,57,S,U1,5940366,140721,,N,N,+40.8821648,-074.6597634,+40.8832685,-074.6680293
New Jersey,G4210,2803015682283795,3439810,34,39810,02804153,Leeds Point,Leeds Point CDP,57,S,U1,627240,,,N,N,+39.4906130,-074.4433442,+39.4906130,-074.4433442
New Jersey,G4210,2803015692397105,3439870,34,39870,02806117,Leesburg,Leesburg CDP,57,S,U1,4558999,541083,,N,N,+39.2593226,-074.9849110,+39.2626057,-074.9819039
New Jersey,G4210,28030537433144,3439883,34,39883,02390050,Leisure Knoll,Leisure Knoll CDP,57,S,U1,2299896,18482,,N,N,+40.0185773,-074.2908279,+40.0180549,-074.2896304
New Jersey,G4210,28030537433145,3439900,34,39900,02390051,Leisure Village,Leisure Village CDP,57,S,U1,3377191,201835,,N,N,+40.0445185,-074.1852003,+40.0438046,-074.1864120
New Jersey,G4210,28030537433146,3439910,34,39910,02390052,Leisure Village East,Leisure Village East CDP,57,S,U1,4015790,25347,,N,N,+40.0384073,-074.1678238,+40.0404431,-074.1689253
New Jersey,G4210,28030537433147,3439916,34,39916,02652339,Leisure Village West,Leisure Village West CDP,57,S,U1,3133233,30943,,N,N,+40.0103476,-074.2806286,+40.0102840,-074.2808960
New Jersey,G4210,280301407557984,3439885,34,39885,02390054,Leisuretowne,Leisuretowne CDP,57,S,U1,5350500,308390,,N,N,+39.8987339,-074.7059464,+39.8945348,-074.7094788
New Jersey,G4210,28030304367988,3439990,34,39990,02390059,Leonardo,Leonardo CDP,57,S,U1,1539623,15926,,N,N,+40.4190155,-074.0597556,+40.4197165,-074.0602106
New Jersey,G4210,2803015692381868,3440140,34,40140,02806118,Liberty Corner,Liberty Corner CDP,57,S,U1,4978735,19727,,N,N,+40.6647167,-074.5807084,+40.6624883,-074.5846277
New Jersey,G4210,28030304367989,3440320,34,40320,02390072,Lincroft,Lincroft CDP,57,S,U1,14457587,551108,,N,N,+40.3390883,-074.1282194,+40.3353611,-074.1327227
New Jersey,G4210,2803015682195232,3440990,34,40990,02806119,Llewellyn Park,Llewellyn Park CDP,57,S,U1,1848319,254,,N,N,+40.7895172,-074.2415639,+40.7893253,-074.2396810
New Jersey,G4210,28030700531312,3441400,34,41400,02390090,Long Valley,Long Valley CDP,57,S,U1,11825426,148300,,N,N,+40.7825788,-074.7777682,+40.7816329,-074.7768380
New Jersey,G4210,280303717071595,3441495,34,41495,02584008,Lopatcong Overlook,Lopatcong Overlook CDP,57,S,U1,941525,,,N,N,+40.6972088,-075.1451745,+40.6972088,-075.1451745
New Jersey,G4210,2803015692381882,3442180,34,42180,02806120,Lyons,Lyons CDP,57,S,U1,9937830,56120,,N,N,+40.6810509,-074.5494298,+40.6807681,-074.5484419
New Jersey,G4210,2803015682071796,3442450,34,42450,02806121,Macopin,Macopin CDP,57,S,U1,15899228,863354,,N,N,+41.0336109,-074.3828486,+41.0268695,-074.3800397
New Jersey,G4210,28030423839317,3442540,34,42540,02390107,Madison Park,Madison Park CDP,57,S,U1,4709339,74961,,N,N,+40.4454244,-074.2965408,+40.4459629,-074.2963902
New Jersey,G4210,2803015682110963,3442840,34,42840,02806122,Malaga,Malaga CDP,57,S,U1,5483490,399702,,N,N,+39.5785536,-075.0588742,+39.5796678,-075.0563747
New Jersey,G4210,28030537433148,3442930,34,42930,02390114,Manahawkin,Manahawkin CDP,57,S,U1,4733767,247716,,N,N,+39.6930396,-074.2493095,+39.6899435,-074.2426526
New Jersey,G4210,280303717071730,3443980,34,43980,02584009,Marksboro,Marksboro CDP,57,S,U1,5574453,57534,,N,N,+40.9811046,-074.9082338,+40.9793003,-074.9025279
New Jersey,G4210,2803015692397096,3444010,34,44010,02806123,Marlboro,Marlboro CDP,57,S,U1,998425,713,,N,N,+39.4860423,-075.3215365,+39.4870775,-075.3245780
New Jersey,G4210,280301407557986,3444100,34,44100,02390126,Marlton,Marlton CDP,57,S,U1,8549632,21034,,N,N,+39.9013688,-074.9293252,+39.9018853,-074.9292768
New Jersey,G4210,2803015682074867,3444280,34,44280,02806124,Marmora,Marmora CDP,57,S,U1,5201797,22554,,N,N,+39.2594588,-074.6569873,+39.2609311,-074.6545208
New Jersey,G4210,2803015682074869,3444345,34,44345,02806125,Marshallville,Marshallville CDP,57,S,U1,3097958,95362,,N,N,+39.2928436,-074.7750439,+39.2926810,-074.7704617
New Jersey,G4210,280303717071885,3444430,34,44430,02584010,Martinsville,Martinsville CDP,57,S,U1,31474260,194681,,N,N,+40.6031059,-074.5752000,+40.6029461,-074.5757942
New Jersey,G4210,2803015692397111,3444670,34,44670,02806126,Mauricetown,Mauricetown CDP,57,S,U1,5470204,607607,,N,N,+39.2919624,-075.0097927,+39.2924398,-075.0074985
New Jersey,G4210,28030323510162,3444820,34,44820,02390140,Mays Landing,Mays Landing CDP,57,S,U1,14612436,766328,,N,N,+39.4505699,-074.7097851,+39.4522625,-074.7074729
New Jersey,G4210,280301407557985,3442390,34,42390,02389460,McGuire AFB,McGuire AFB CDP,57,S,M2,13968628,13678,,N,N,+40.0284682,-074.5883632,+40.0279850,-074.5878189
New Jersey,G4210,2803015682283747,3442420,34,42420,02804154,McKee City,McKee City CDP,57,S,U1,12353745,41869,,N,N,+39.4464653,-074.6443845,+39.4438128,-074.6518886
New Jersey,G4210,2803015682382001,3445450,34,45450,02806127,Menlo Park Terrace,Menlo Park Terrace CDP,57,S,U1,962523,,,N,N,+40.5534071,-074.3242646,+40.5534071,-074.3242646
New Jersey,G4210,28030294290110,3445480,34,45480,02652338,Mercerville,Mercerville CDP,57,S,U1,9552222,82511,,N,N,+40.2360269,-074.6916622,+40.2358316,-074.6922541
New Jersey,G4210,2803015682110968,3445780,34,45780,02806128,Mickleton,Mickleton CDP,57,S,U1,5292077,17237,,N,N,+39.7922126,-075.2438432,+39.7910503,-075.2461726
New Jersey,G4210,280303717071934,3445870,34,45870,02584011,Middlebush,Middlebush CDP,57,S,U1,5153343,3770,,N,N,+40.5014806,-074.5348640,+40.5020429,-074.5353783
New Jersey,G4210,2803015682145424,3446470,34,46470,02806129,Millington,Millington CDP,57,S,U1,6742939,50098,,N,N,+40.6763337,-074.5158632,+40.6750443,-074.5147862
New Jersey,G4210,2803015682283741,3446710,34,46710,02804155,Milmay,Milmay CDP,57,S,U1,21253141,33964,,N,N,+39.4433089,-074.8668474,+39.4390244,-074.8683160
New Jersey,G4210,2803015682283745,3446980,34,46980,02804156,Mizpah,Mizpah CDP,57,S,U1,4225247,2017,,N,N,+39.4813863,-074.8384784,+39.4818791,-074.8383235
New Jersey,G4210,2803015692397099,3447006,34,47006,02806138,Money Island,Money Island CDP,57,S,U1,423184,171581,,N,N,+39.2849263,-075.2363118,+39.2876256,-075.2351448
New Jersey,G4210,28030423839321,3447190,34,47190,02389493,Monmouth Junction,Monmouth Junction CDP,57,S,U1,11339477,65325,,N,N,+40.3753865,-074.5582097,+40.3760679,-074.5579229
New Jersey,G4210,2803015682382010,3447380,34,47380,02806140,Monroe Manor,Monroe Manor CDP,57,S,U1,973136,516,,N,N,+40.2600115,-074.4740363,+40.2593273,-074.4734168
New Jersey,G4210,2803015922650211,3447524,34,47524,02806142,Montclair State University,Montclair State University CDP,57,S,U1,921491,,,N,N,+40.8659172,-074.1983591,+40.8659172,-074.1983591
New Jersey,G4210,280301407557987,3447895,34,47895,02389504,Moorestown-Lenola,Moorestown-Lenola CDP,57,S,U2,18197931,221462,,N,N,+39.9659058,-074.9643106,+39.9661154,-074.9615572
New Jersey,G4210,280303944922019,3448030,34,48030,02389505,Morganville,Morganville CDP,57,S,U1,14024678,14642,,N,N,+40.3756195,-074.2444593,+40.3760526,-074.2326069
New Jersey,G4210,280303717071729,3448840,34,48840,02584013,Mount Hermon,Mount Hermon CDP,57,S,U1,2416334,124084,,N,N,+40.9227471,-074.9960443,+40.9219281,-074.9939966
New Jersey,G4210,2803015682145422,3448930,34,48930,02806146,Mount Hope,Mount Hope CDP,57,S,U1,5064400,261260,,N,N,+40.9178250,-074.5526070,+40.9168923,-074.5499823
New Jersey,G4210,2803015682110967,3449200,34,49200,02806147,Mount Royal,Mount Royal CDP,57,S,U1,1426437,131336,,N,N,+39.8099816,-075.2136135,+39.8099718,-075.2147034
New Jersey,G4210,2803015682145392,3449290,34,49290,02806148,Mount Tabor,Mount Tabor CDP,57,S,U2,996243,2047,,N,N,+40.8716297,-074.4758930,+40.8722839,-074.4739293
New Jersey,G4210,280303717071673,3448450,34,48450,02584012,Mountain Lake,Mountain Lake CDP,57,S,U1,2917247,453316,,N,N,+40.8613847,-074.9858163,+40.8597958,-074.9875715
New Jersey,G4210,28030414050153,3449440,34,49440,02389522,Mullica Hill,Mullica Hill CDP,57,S,U1,9704903,58842,,N,N,+39.7269636,-075.2194834,+39.7206935,-075.2101073
New Jersey,G4210,28030537433150,3449560,34,49560,02389525,Mystic Island,Mystic Island CDP,57,S,U1,17925474,2006769,,N,N,+39.5658815,-074.3830845,+39.5656877,-074.3829407
New Jersey,G4210,28030304367997,3449740,34,49740,02389532,Navesink,Navesink CDP,57,S,U1,2289226,29546,,N,N,+40.4019524,-074.0387463,+40.4002917,-074.0448110
New Jersey,G4210,2803015682283796,3450010,34,50010,02804157,Nesco,Nesco CDP,57,S,U1,6839647,2615,,N,N,+39.6380094,-074.6953148,+39.6426418,-074.6896013
New Jersey,G4210,2803015692381853,3450040,34,50040,02806149,Neshanic,Neshanic CDP,57,S,U1,9245451,88214,,N,N,+40.5043184,-074.7176105,+40.5053988,-074.7120227
New Jersey,G4210,2803015692381856,3450100,34,50100,02806150,Neshanic Station,Neshanic Station CDP,57,S,U1,24289318,310124,,N,N,+40.5290533,-074.7357875,+40.5282704,-074.7354431
New Jersey,G4210,28030537433151,3451360,34,51360,02389541,New Egypt,New Egypt CDP,57,S,U1,10282195,141464,,N,N,+40.0644485,-074.5283636,+40.0651447,-074.5270631
New Jersey,G4210,2803015682090512,3451450,34,51450,02806151,New Gretna,New Gretna CDP,57,S,U1,2190590,20892,,N,N,+39.5909724,-074.4549687,+39.5877688,-074.4545197
New Jersey,G4210,2803015682145429,3452020,34,52020,02806152,New Vernon,New Vernon CDP,57,S,U1,9202236,31100,,N,N,+40.7343180,-074.4877700,+40.7388889,-074.4804592
New Jersey,G4210,280303717071633,3452050,34,52050,02584014,New Village,New Village CDP,57,S,U1,2457363,,,N,N,+40.7184090,-075.0772444,+40.7184090,-075.0772444
New Jersey,G4210,2803015682071802,3451420,34,51420,02806153,Newfoundland,Newfoundland CDP,57,S,U1,16893697,1291994,,N,N,+41.0593923,-074.4307344,+41.0553607,-074.4291541
New Jersey,G4210,2803015692397108,3451750,34,51750,02806154,Newport,Newport CDP,57,S,U1,5510537,180570,,N,N,+39.2937538,-075.1706356,+39.2915022,-075.1698085
New Jersey,G4210,2803015682283798,3451990,34,51990,02804158,Newtonville,Newtonville CDP,57,S,U1,8188917,,,N,N,+39.5632879,-074.8559271,+39.5632879,-074.8559271
New Jersey,G4210,28030537433152,3452410,34,52410,02389563,North Beach Haven,North Beach Haven CDP,57,S,U1,4701938,36521,,N,N,+39.6007059,-074.2118811,+39.6004362,-074.2116212
New Jersey,G4210,28030418698656,3452650,34,52650,02389569,North Cape May,North Cape May CDP,57,S,U1,5194868,332654,,N,N,+38.9806172,-074.9508585,+38.9808493,-074.9510244
New Jersey,G4210,28030304367999,3453205,34,53205,02389577,North Middletown,North Middletown CDP,57,S,U1,1123161,,,N,N,+40.4389882,-074.1185212,+40.4389882,-074.1185212
New Jersey,G4210,2803015682381997,3453400,34,53400,02806156,North Stelton,North Stelton CDP,57,S,U1,5074633,820,,N,N,+40.5365776,-074.4267143,+40.5362539,-074.4276355
New Jersey,G4210,2803015682071795,3453910,34,53910,02806157,Oak Ridge,Oak Ridge CDP,57,S,U1,8089804,854849,,N,N,+41.0563069,-074.4803949,+41.0588768,-074.4800291
New Jersey,G4210,28030414050156,3454060,34,54060,02389602,Oak Valley,Oak Valley CDP,57,S,U1,1806626,3604,,N,N,+39.8054553,-075.1589189,+39.8062709,-075.1588152
New Jersey,G4210,28030304368000,3453790,34,53790,02389604,Oakhurst,Oakhurst CDP,57,S,U1,4171284,6498,,N,N,+40.2606759,-074.0262407,+40.2614860,-074.0265501
New Jersey,G4210,28030537433153,3454315,34,54315,02389608,Ocean Acres,Ocean Acres CDP,57,S,U1,15090212,351803,,N,N,+39.7429962,-074.2804334,+39.7420133,-074.2810609
New Jersey,G4210,28030304368001,3454480,34,54480,02389609,Ocean Grove,Ocean Grove CDP,57,S,U1,963052,144540,,N,N,+40.2119947,-074.0071962,+40.2118195,-074.0069439
New Jersey,G4210,2803015682074873,3454600,34,54600,02806158,Ocean View,Ocean View CDP,57,S,U1,7529719,192437,,N,N,+39.1931816,-074.7372911,+39.2012628,-074.7437375
New Jersey,G4210,2803015682283743,3454630,34,54630,02804159,Oceanville,Oceanville CDP,57,S,U1,4079815,96068,,N,N,+39.4773921,-074.4568992,+39.4819998,-074.4526371
New Jersey,G4210,28030423839326,3454690,34,54690,02389616,Old Bridge,Old Bridge CDP,57,S,U1,20388421,510825,,N,N,+40.3949817,-074.3309572,+40.3953667,-074.3311847
New Jersey,G4210,2803015682181005,3454900,34,54900,02806159,Oldwick,Oldwick CDP,57,S,U1,4657736,14365,,N,N,+40.6700562,-074.7442582,+40.6674600,-074.7394473
New Jersey,G4210,28030310272315,3454960,34,54960,02389619,Olivet,Olivet CDP,57,S,U1,6449260,510273,,N,N,+39.5401742,-075.1727070,+39.5381011,-075.1763340
New Jersey,G4210,2803015692397088,3455320,34,55320,02806160,Othello,Othello CDP,57,S,U1,3209936,7155,,N,N,+39.4113801,-075.3426637,+39.4099828,-075.3420470
New Jersey,G4210,28030702302412,3455500,34,55500,02389632,Oxford,Oxford CDP,57,S,U1,1786704,13741,,N,N,+40.8051637,-074.9968254,+40.8048514,-074.9973166
New Jersey,G4210,2803015682071799,3455620,34,55620,02806161,Packanack Lake,Packanack Lake CDP,57,S,U1,4818652,342181,,N,N,+40.9382316,-074.2563911,+40.9385365,-074.2558395
New Jersey,G4210,2803015682074875,3455710,34,55710,02806162,Palermo,Palermo CDP,57,S,U1,8061145,163879,,N,N,+39.2332622,-074.6858440,+39.2336264,-074.6858093
New Jersey,G4210,280303717071679,3455895,34,55895,02584015,Panther Valley,Panther Valley CDP,57,S,U1,7725674,19175,,N,N,+40.9078333,-074.8412013,+40.9094529,-074.8420019
New Jersey,G4210,2803015682145334,3456430,34,56430,02806163,Parsippany,Parsippany CDP,57,S,U1,15763534,2030884,,N,N,+40.8644917,-074.4135480,+40.8640562,-074.4123698
New Jersey,G4210,280303716921419,3457360,34,57360,02584016,Pedricktown,Pedricktown CDP,57,S,U1,4510601,215785,,N,N,+39.7658261,-075.4085316,+39.7663651,-075.4076051
New Jersey,G4210,280301407557988,3457540,34,57540,02389655,Pemberton Heights,Pemberton Heights CDP,57,S,U1,2507799,1139,,N,N,+39.9563001,-074.6767443,+39.9579197,-074.6749244
New Jersey,G4210,28030310272317,3457840,34,57840,02389661,Pennsville,Pennsville CDP,57,S,U1,27770852,929786,,N,N,+39.6493348,-075.5073370,+39.6482580,-075.5003309
New Jersey,G4210,2803015682145353,3458650,34,58650,02806164,Pine Brook,Pine Brook CDP,57,S,U1,8195429,216978,,N,N,+40.8676002,-074.3438991,+40.8699009,-074.3442406
New Jersey,G4210,280303717077021,3458830,34,58830,02584017,Pine Lake Park,Pine Lake Park CDP,57,S,U1,6424793,185416,,N,N,+40.0017100,-074.2595286,+40.0016051,-074.2589767
New Jersey,G4210,28030537433156,3458852,34,58852,02389676,Pine Ridge at Crestwood,Pine Ridge at Crestwood CDP,57,S,U1,4091823,21533,,N,N,+39.9585603,-074.3168724,+39.9615149,-074.3120803
New Jersey,G4210,2803015682071803,3458860,34,58860,02806165,Pines Lake,Pines Lake CDP,57,S,U1,3476823,759891,,N,N,+40.9982734,-074.2643378,+40.9986721,-074.2637747
New Jersey,G4210,28030423839328,3459285,34,59285,02389680,Plainsboro Center,Plainsboro Center CDP,57,S,U1,1903701,58132,,N,N,+40.3311781,-074.5924123,+40.3312727,-074.5915880
New Jersey,G4210,280303717071904,3459500,34,59500,02584018,Pleasant Plains,Pleasant Plains CDP,57,S,U1,8327609,14354,,N,N,+40.4522881,-074.5696352,+40.4531205,-074.5764592
New Jersey,G4210,2803015682195220,3459385,34,59385,02806166,Pleasantdale,Pleasantdale CDP,57,S,U1,2045824,3616,,N,N,+40.8060481,-074.2712998,+40.8040018,-074.2746338
New Jersey,G4210,2803015692381888,3459730,34,59730,02806167,Pluckemin,Pluckemin CDP,57,S,U1,1843959,7807,,N,N,+40.6453738,-074.6358902,+40.6452576,-074.6346308
New Jersey,G4210,28030323510165,3460030,34,60030,02389693,Pomona,Pomona CDP,57,S,U1,7259596,,,N,N,+39.4686838,-074.5500983,+39.4686838,-074.5500983
New Jersey,G4210,2803015682145382,3460120,34,60120,02806168,Pompton Plains,Pompton Plains CDP,57,S,U1,13446505,380992,,N,N,+40.9679327,-074.3074527,+40.9674073,-074.3069674
New Jersey,G4210,280303717071648,3460210,34,60210,02584019,Port Colden,Port Colden CDP,57,S,U1,1313339,6180,,N,N,+40.7661152,-074.9548444,+40.7664104,-074.9533573
New Jersey,G4210,2803015692397087,3460240,34,60240,02806169,Port Elizabeth,Port Elizabeth CDP,57,S,U1,3875786,358314,,N,N,+39.3078491,-074.9757157,+39.3099326,-074.9713647
New Jersey,G4210,28030304368003,3460360,34,60360,02389696,Port Monmouth,Port Monmouth CDP,57,S,U1,3369454,105877,,N,N,+40.4336777,-074.1009130,+40.4342363,-074.1006646
New Jersey,G4210,280303717071663,3460450,34,60450,02584020,Port Murray,Port Murray CDP,57,S,U1,2560488,682,,N,N,+40.7914832,-074.9240746,+40.7928246,-074.9271563
New Jersey,G4210,28030611086495,3460510,34,60510,02389697,Port Norris,Port Norris CDP,57,S,U1,16517781,1415565,,N,N,+39.2502138,-075.0410224,+39.2624257,-075.0465025
New Jersey,G4210,28030423839329,3460540,34,60540,02389698,Port Reading,Port Reading CDP,57,S,U1,5118485,585012,,N,N,+40.5679060,-074.2460674,+40.5674225,-074.2449332
New Jersey,G4210,2803015682181011,3460750,34,60750,02806170,Pottersville,Pottersville CDP,57,S,U1,2363280,19907,,N,N,+40.7133375,-074.7252431,+40.7136413,-074.7256836
New Jersey,G4210,2803015682071798,3460810,34,60810,02806171,Preakness,Preakness CDP,57,S,U1,14696728,72197,,N,N,+40.9381718,-074.2242363,+40.9382102,-074.2248940
New Jersey,G4210,280301407557989,3460840,34,60840,02389705,Presidential Lakes Estates,Presidential Lakes Estates CDP,57,S,U1,2892518,75679,,N,N,+39.9151510,-074.5652238,+39.9149547,-074.5635091
New Jersey,G4210,28030294290113,3460960,34,60960,02389708,Princeton Junction,Princeton Junction CDP,57,S,U1,4720966,81658,,N,N,+40.3206614,-074.6236772,+40.3231717,-074.6218711
New Jersey,G4210,28030423839330,3460975,34,60975,02389709,Princeton Meadows,Princeton Meadows CDP,57,S,U1,6603952,109863,,N,N,+40.3346954,-074.5651215,+40.3356202,-074.5647462
New Jersey,G4210,280303716921417,3461440,34,61440,02584021,Quinton,Quinton CDP,57,S,U1,2293220,60555,,N,N,+39.5472469,-075.4084766,+39.5474782,-075.4109154
New Jersey,G4210,2803015682145406,3461560,34,61560,02806173,Rainbow Lakes,Rainbow Lakes CDP,57,S,U1,2840228,265090,,N,N,+40.8749988,-074.4536203,+40.8741102,-074.4550359
New Jersey,G4210,2803015922650031,3461632,34,61632,02806174,Ramapo College of New Jersey,Ramapo College of New Jersey CDP,57,S,U1,1241280,9635,,N,N,+41.0813978,-074.1749110,+41.0808204,-074.1741204
New Jersey,G4210,280301407557990,3461650,34,61650,02389722,Ramblewood,Ramblewood CDP,57,S,U1,8783044,36752,,N,N,+39.9321338,-074.9527396,+39.9320454,-074.9527799
New Jersey,G4210,28030304368004,3461725,34,61725,02389724,Ramtown,Ramtown CDP,57,S,U1,5603638,28942,,N,N,+40.1144466,-074.1491707,+40.1147120,-074.1501577
New Jersey,G4210,2803015682382007,3462585,34,62585,02806176,Regency at Monroe,Regency at Monroe CDP,57,S,U1,2535671,,,N,N,+40.3213154,-074.3859775,+40.3213154,-074.3859775
New Jersey,G4210,2803015682382009,3462605,34,62605,02806178,Renaissance at Monroe,Renaissance at Monroe CDP,57,S,U1,437770,,,N,N,+40.2634193,-074.4808247,+40.2634193,-074.4808247
New Jersey,G4210,2803015682283746,3462790,34,62790,02804160,Richland,Richland CDP,57,S,U1,8634009,30786,,N,N,+39.4927535,-074.8765409,+39.4906656,-074.8890144
New Jersey,G4210,280303716921420,3462820,34,62820,02584022,Richwood,Richwood CDP,57,S,U1,22941628,145691,,N,N,+39.7139093,-075.1731586,+39.7160211,-075.1724512
New Jersey,G4210,2803015682181006,3463120,34,63120,02806179,Ringoes,Ringoes CDP,57,S,U1,4462655,22443,,N,N,+40.4326881,-074.8721171,+40.4308832,-074.8717947
New Jersey,G4210,28030418698659,3463180,34,63180,02389752,Rio Grande,Rio Grande CDP,57,S,U1,7280682,84461,,N,N,+39.0189810,-074.8780856,+39.0190509,-074.8778704
New Jersey,G4210,2803015692397074,3463810,34,63810,02806180,Roadstown,Roadstown CDP,57,S,U1,2164815,,,N,N,+39.4431844,-075.3167838,+39.4431844,-075.3167838
New Jersey,G4210,280303854383460,3463858,34,63858,02612511,Robbinsville Center,Robbinsville Center CDP,57,S,U2,1657096,45302,,N,N,+40.2195736,-074.6284992,+40.2199712,-074.6302248
New Jersey,G4210,28030304367996,3463900,34,63900,02634200,Robertsville,Robertsville CDP,57,S,U1,15288251,30086,,N,N,+40.3395272,-074.2939013,+40.3395126,-074.2943737
New Jersey,G4210,280303717071714,3464350,34,64350,02584023,Roebling,Roebling CDP,57,S,U1,2607169,417360,,N,N,+40.1167266,-074.7775594,+40.1172172,-074.7778437
New Jersey,G4210,28030611086496,3464740,34,64740,02389778,Rosenhayn,Rosenhayn CDP,57,S,U1,6855691,,,N,N,+39.4786739,-075.1379620,+39.4786739,-075.1379620
New Jersey,G4210,280303717071976,3464860,34,64860,02584024,Ross Corner,Ross Corner CDP,57,S,U1,4608543,19023,,N,N,+41.1243317,-074.7189399,+41.1280828,-074.7136041
New Jersey,G4210,28030423839331,3464865,34,64865,02389783,Rossmoor,Rossmoor CDP,57,S,U1,1786992,24858,,N,N,+40.3346469,-074.4707958,+40.3347505,-074.4700917
New Jersey,G4210,2803015682382004,3465249,34,65249,02806181,Rutgers University-Busch Campus,Rutgers University-Busch Campus CDP,57,S,U2,3035587,1631,,N,N,+40.5212809,-074.4650177,+40.5196022,-074.4674827
New Jersey,G4210,2803015682382006,3465260,34,65260,02806182,Rutgers University-Livingston Campus,Rutgers University-Livingston Campus CDP,57,S,U2,2651961,234,,N,N,+40.5212021,-074.4421227,+40.5177150,-074.4447692
New Jersey,G4210,28030611086497,3466300,34,66300,02390267,Seabrook Farms,Seabrook Farms CDP,57,S,U1,5613553,26474,,N,N,+39.5015126,-075.2189880,+39.5011545,-075.2203549
New Jersey,G4210,2803015682074874,3466540,34,66540,02806183,Seaville,Seaville CDP,57,S,U1,8502645,52731,,N,N,+39.2093409,-074.7135564,+39.2072036,-074.7159929
New Jersey,G4210,2803015692397084,3466615,34,66615,02806184,Seeley,Seeley CDP,57,S,U1,1444034,62367,,N,N,+39.4851343,-075.2454354,+39.4833488,-075.2411592
New Jersey,G4210,28030423839333,3466720,34,66720,02390280,Sewaren,Sewaren CDP,57,S,U1,3164424,1132486,,N,N,+40.5514507,-074.2560491,+40.5488495,-074.2551750
New Jersey,G4210,2803015682110969,3466750,34,66750,02806185,Sewell,Sewell CDP,57,S,U1,5164510,28566,,N,N,+39.7695828,-075.1443116,+39.7692031,-075.1446969
New Jersey,G4210,28030304368010,3466840,34,66840,02390285,Shark River Hills,Shark River Hills CDP,57,S,U1,2218428,963335,,N,N,+40.1921955,-074.0462321,+40.1922927,-074.0474095
New Jersey,G4210,2803015692397075,3466970,34,66970,02806186,Sheppards Mill,Sheppards Mill CDP,57,S,U1,837013,98679,,N,N,+39.4123692,-075.3135669,+39.4124449,-075.3136727
New Jersey,G4210,280303717072048,3467320,34,67320,02584025,Short Hills,Short Hills CDP,57,S,U1,13614839,26990,,N,N,+40.7388055,-074.3278245,+40.7391566,-074.3274423
New Jersey,G4210,2803015682155305,3467470,34,67470,02806187,Sicklerville,Sicklerville CDP,57,S,U1,44969251,404689,,N,N,+39.7451932,-074.9933330,+39.7425118,-074.9902339
